Activities,,,,,,,,,,,,,,
Start,,,,,,,,,,,,,,
Project ID,CTO.PG.Workpack Number,Project Name,Activity ID,Activity Name,BL Project Start,BL Project Finish,Original Duration,Start,Finish,Remaining Duration,At Completion Duration,Physical % Complete,Total Float,CTO.PG.PPC Planner
    W529LT,W529,TOR DPCS Defueling Support,W529.1425,TOR Thales Long Term Support Contract - Q1 2028 Delivery,03-Jan-28,31-Mar-28,65,03-Jan-28*,31-Mar-28,65,65,0%,1015,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.3090,TOR DPCS Long Term Support Contract 2029,02-Jan-29,31-Dec-29,253,03-Jan-28,29-Dec-28,253,253,0%,1015,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1100,TOR PES Group Support - 2028,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,1015,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1110,TOR Plant Control Systems & Simulators (PCS&S) Group - 2028,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,1015,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4690,TOR 2028 LSR - Pre-export Data Validation Produced and Completed,03-Jan-28,23-Feb-28,38,03-Jan-28*,23-Feb-28,38,38,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4690,HYB 2028 LSR - Pre-export Data Validation Produced and Completed,03-Jan-28,23-Feb-28,38,03-Jan-28*,23-Feb-28,38,38,0%,1159,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1380,HYB Argus Support Contract - Q1 2028,03-Jan-28,31-Mar-28,65,03-Jan-28,31-Mar-28,65,65,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1110,HYB Plant Control Systems & Simulators (PCS&S) Group - 2028,03-Jan-28,08-Dec-28,240,03-Jan-28,08-Dec-28,240,240,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1100,HYB PES Group Support - 2028,03-Jan-28,29-Dec-28,253,03-Jan-28,29-Dec-28,253,253,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.3070,HYB DPCS Long Term Support Contract 2028,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1425,HYB Thales Long Term Support Contract - Q1 2028,03-Jan-28,31-Mar-28,65,03-Jan-28,31-Mar-28,65,65,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.3040,HYB 2027 Defueling Software Build,04-Jan-27,30-Nov-27,232,03-Jan-28,28-Nov-28,232,232,0%,1036,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.3060,HYB 2028 Defueling Software Build,03-Jan-28,29-Nov-28,233,03-Jan-28,29-Nov-28,233,233,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10030,HYB 2028 External Costs,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,1015,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.10030,TOR 2028 External Costs,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10190,TPM and JCRB Meeting Held 2028,03-Jan-28,29-Dec-28,253,03-Jan-28,29-Dec-28,253,253,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26020,Worldgrid System Engineering Support (SQEP) Q1 2028,03-Jan-28,31-Mar-28,65,03-Jan-28*,31-Mar-28,65,65,0%,756,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26040,Worldgrid Software Modification Support (LAMPS) - Q1 2028,03-Jan-28,27-Mar-28,61,03-Jan-28*,27-Mar-28,61,61,0%,951,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26080,Worldgrid Long Term Support Contract Q1 2028,03-Jan-28,27-Mar-28,61,03-Jan-28*,27-Mar-28,61,61,0%,951,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26130,Thales POLARIS & AIC Support Contract Q1 2028,03-Jan-28,27-Mar-28,61,03-Jan-28*,27-Mar-28,61,61,0%,951,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26190,Cost Engineer Support 2028,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,759,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26390,DNB PES Group Support - 2028,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,759,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26400,Plant Control Systems & Simulators (PCS&S) Group - 2028,03-Jan-28,23-Jun-28,253,03-Jan-28,29-Dec-28,253,253,0%,759,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.26090,ETC 2028,03-Jan-28,29-Dec-28,253,03-Jan-28,29-Dec-28,253,253,0%,0,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W194.1000,HRA PES Group Support - 2028,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,506,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W194.1010,Plant Control Systems & Simulators (PCS&S) Group - 2028,03-Jan-28,29-Dec-28,253,03-Jan-28,29-Dec-28,253,253,0%,506,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.2110,ETC 2028,03-Jan-28,29-Dec-28,253,03-Jan-28,29-Dec-28,253,253,0%,0,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W194.1000,Plant Control Systems & Simulators (PCS&S) Group - 2028,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,0,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W194.1010,HYA PES Group Support - 2028,03-Jan-28,29-Dec-28,253,03-Jan-28,29-Dec-28,253,253,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1150,ETC 2028,03-Jan-28,29-Dec-28,253,03-Jan-28,29-Dec-28,253,253,0%,0,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,40,ETC 2028,03-Jan-28,29-Dec-28,253,03-Jan-28*,29-Dec-28,253,253,0%,1015,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W195.1030,TPM and JCRB Meetings Held - 2028,03-Jan-28,29-Dec-28,253,03-Jan-28,29-Dec-28,253,253,0%,0,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1220,ETC 2028,,,253,03-Jan-28,29-Dec-28,253,253,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3260,HYB  Reactor Inspections Relaxations: Incorporate INSA comments,26-Jan-28,08-Feb-28,10,26-Jan-28,08-Feb-28,10,10,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.2960,TOR  Reactor Inspections Relaxations: Incorporate INSA comments,26-Jan-28,08-Feb-28,10,26-Jan-28,08-Feb-28,10,10,0%,0,OGAH Alima
 Subtotal,,,,,04-Jan-27,31-Dec-29,253,03-Jan-28,29-Dec-28,253,253,,1015,OGAH Alima
 01-Feb-28,,,,,,,,,,,,,,
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3500,HYB Reactor Inspections Relaxations: INSA Final Approval EC NNNNNN,,08-Feb-28,0,,08-Feb-28,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.2970,TOR Reactor Inspections Relaxations: INSA Final Approval EC NNNNNN,,08-Feb-28,0,,08-Feb-28,0,0,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3300,HYB Reactor Inspections R: Send CAT 2 Paper to ONR to Determine Level of Review Required (Acknowledge or Agreement),09-Feb-28,09-Feb-28,1,09-Feb-28,09-Feb-28,1,1,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3360,HYB Reactor Inspections Relaxations: Lessons Learned Activitiy - Following INSA Review of the SC,09-Feb-28,11-Feb-28,3,09-Feb-28,11-Feb-28,3,3,0%,31,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.2980,TOR Reactor Inspections Relaxations: Lessons Learned Activitiy - Following INSA Review of the SC,09-Feb-28,11-Feb-28,3,09-Feb-28,11-Feb-28,3,3,0%,31,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.2990,TOR Reactor Inspections R: Send CAT 2 Paper to ONR to Determine Level of Review Required (Acknowledge or Agreement),09-Feb-28,09-Feb-28,1,09-Feb-28,09-Feb-28,1,1,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3490,HYB Reactor Inspections Relaxations: ONR Agree/Acknowledge Safety Case,,09-Feb-28,0,,09-Feb-28,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3000,TOR Reactor Inspections Relaxations: ONR Agree/Acknowledge Safety Case,,09-Feb-28,0,,09-Feb-28,0,0,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3320,HYB Reactor Inspections Relaxations: Station Approval,10-Feb-28,23-Feb-28,10,10-Feb-28,23-Feb-28,10,10,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3010,TOR Reactor Inspections Relaxations: Station Approval,10-Feb-28,23-Feb-28,10,10-Feb-28,23-Feb-28,10,10,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3680,HYB Reactor Inspections Relaxations: Lessons Learned Milestone -  INSA Review of the Safety Case,,11-Feb-28,0,,11-Feb-28,0,0,0%,31,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3020,TOR Reactor Inspections Relaxations: Lessons Learned Milestone -  INSA Review of the Safety Case,,11-Feb-28,0,,11-Feb-28,0,0,0%,31,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1170,>>>OUTGOING ENABLER (W157 - HYB Security Plan) - EC / Station Approved,,23-Feb-28,0,,23-Feb-28,0,0,0%,23,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2980,HYB Reactor Inspections Relaxations: Station Approved Safety Case,,23-Feb-28,0,,23-Feb-28,0,0,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3520,HYB Reactor Inspections Relaxations: Safety Case Approved - (Station Approval) - EC NNNNNN,,23-Feb-28,0,,23-Feb-28,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3030,TOR Reactor Inspections Relaxations: Safety Case Approved - (Station Approval) - EC NNNNNN,,23-Feb-28,0,,23-Feb-28,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3040,TOR Reactor Inspections Relaxations: Station Approved Safety Case,,23-Feb-28,0,,23-Feb-28,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3050,>>>OUTGOING ENABLER (W157 - TOR Security Plan) - EC / Station Approved,,23-Feb-28,0,,23-Feb-28,0,0,0%,23,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4680,TOR 2028 LSR - Data Export Produced and Issued,24-Feb-28,22-Mar-28,20,24-Feb-28,22-Mar-28,20,20,0%,1159,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4680,HYB 2028 LSR - Data Export Produced and Issued,24-Feb-28,22-Mar-28,20,24-Feb-28,22-Mar-28,20,20,0%,1159,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3280,HYB Reactor Inspections Relaxations: Develop Implementation & Closeout,24-Feb-28,08-Mar-28,10,24-Feb-28,08-Mar-28,10,10,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3060,TOR Reactor Inspections Relaxations: Develop Implementation & Closeout,24-Feb-28,08-Mar-28,10,24-Feb-28,08-Mar-28,10,10,0%,0,OGAH Alima
 Subtotal,,,,,08-Feb-28,22-Mar-28,31,08-Feb-28,22-Mar-28,31,31,,1159,OGAH Alima
 01-Mar-28,,,,,,,,,,,,,,
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3290,HYB Reactor Inspections Relaxations: Post Job Debrief,09-Mar-28,09-Mar-28,1,09-Mar-28,09-Mar-28,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3070,TOR Reactor Inspections Relaxations: Post Job Debrief,09-Mar-28,09-Mar-28,1,09-Mar-28,09-Mar-28,1,1,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1780,## Gate D Submission - (Cost Summary)  ##,10-Mar-28,27-Mar-28,12,10-Mar-28,27-Mar-28,12,12,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1830,Hold Project Closeout and Lessons Learned Meeting,10-Mar-28,10-Mar-28,1,10-Mar-28,10-Mar-28,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3080,Hold Project Closeout and Lessons Learned Meeting,10-Mar-28,10-Mar-28,1,10-Mar-28,10-Mar-28,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3090,## Gate D Submission - (Cost Summary)  ##,10-Mar-28,27-Mar-28,12,10-Mar-28,27-Mar-28,12,12,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1820,Produce Lessons Learned Report,13-Mar-28,13-Mar-28,1,13-Mar-28,13-Mar-28,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3100,Produce Lessons Learned Report,13-Mar-28,13-Mar-28,1,13-Mar-28,13-Mar-28,1,1,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3690,All CAT 2 Safety Cases: Lessons Learned Milestone - Gate D Lessons Learned Report Produced,,13-Mar-28,0,,13-Mar-28,0,0,0%,10,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3110,All CAT 2 Safety Cases: Lessons Learned Milestone - Gate D Lessons Learned Report Produced,,13-Mar-28,0,,13-Mar-28,0,0,0%,10,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1810,Produce Project Closeout Report,14-Mar-28,15-Mar-28,2,14-Mar-28,15-Mar-28,2,2,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3120,Produce Project Closeout Report,14-Mar-28,15-Mar-28,2,14-Mar-28,15-Mar-28,2,2,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1790,Prepare Gate D PRC Paper,16-Mar-28,23-Mar-28,6,16-Mar-28,23-Mar-28,6,6,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3130,Prepare Gate D PRC Paper,16-Mar-28,23-Mar-28,6,16-Mar-28,23-Mar-28,6,6,0%,0,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.10200,TOR 2027 S14R2 - Delivery,20-Mar-28,13-Apr-28,19,20-Mar-28,13-Apr-28,19,19,0%,1176,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4670,TOR 2028 LSR - Recommendations Produced and Issued,23-Mar-28,05-Apr-28,10,23-Mar-28,05-Apr-28,10,10,0%,1159,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4670,HYB 2028 LSR - Recommendations Produced and Issued,23-Mar-28,05-Apr-28,10,23-Mar-28,05-Apr-28,10,10,0%,1159,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1800,Gate D PRC Paper Submission,24-Mar-28,24-Mar-28,1,24-Mar-28,24-Mar-28,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3140,Gate D PRC Paper Submission,24-Mar-28,24-Mar-28,1,24-Mar-28,24-Mar-28,1,1,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1840,Gate D - Hold PRC Meeting,27-Mar-28,27-Mar-28,1,27-Mar-28,27-Mar-28,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3150,Gate D - Hold PRC Meeting,27-Mar-28,27-Mar-28,1,27-Mar-28,27-Mar-28,1,1,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1110,Gate D Approved,,27-Mar-28,0,,27-Mar-28,0,0,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1020,Project Finish,,27-Mar-28,0,,27-Mar-28,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3160,Project Finish,,27-Mar-28,0,,27-Mar-28,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.3170,Gate D Approved,,27-Mar-28,0,,27-Mar-28,0,0,0%,0,OGAH Alima
 Subtotal,,,,,09-Mar-28,13-Apr-28,26,09-Mar-28,13-Apr-28,26,26,,1176,OGAH Alima
 01-Apr-28,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.1395,TOR Argus Support Contract - Q2 2028,03-Apr-28,30-Jun-28,61,03-Apr-28,30-Jun-28,61,61,0%,1015,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1435,TOR Thales Long Term Support Contract - Q2 2028,03-Apr-28,30-Jun-28,61,03-Apr-28,30-Jun-28,61,61,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1390,HYB Argus Support Contract - Q2 2028,03-Apr-28,30-Jun-28,61,03-Apr-28,30-Jun-28,61,61,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1435,HYB Thales Long Term Support Contract - Q2 2028,03-Apr-28,30-Jun-28,61,03-Apr-28,30-Jun-28,61,61,0%,1015,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26030,Worldgrid Software Modification Support (LAMPS) - Q2 2028,03-Apr-28,04-Jul-28,63,03-Apr-28,04-Jul-28,63,63,0%,884,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26100,Worldgrid System Engineering Support (SQEP) Q2 2028,03-Apr-28,30-Jun-28,61,03-Apr-28*,30-Jun-28,61,61,0%,756,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26120,Worldgrid Long Term Support Contract Q2 2028,03-Apr-28,04-Jul-28,63,03-Apr-28,04-Jul-28,63,63,0%,884,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26160,Thales POLARIS & AIC Support Contract Q2 2028,03-Apr-28,04-Jul-28,63,03-Apr-28,04-Jul-28,63,63,0%,884,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4660,TOR 2028 LSR - Recommendation Sentencing Workshop Preparation and Event,06-Apr-28,21-Apr-28,10,06-Apr-28,21-Apr-28,10,10,0%,1159,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4660,HYB 2028 LSR - Recommendation Sentencing Workshop Preparation and Event,06-Apr-28,21-Apr-28,10,06-Apr-28,21-Apr-28,10,10,0%,1159,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.10210,TOR 2027 S14R2 - Installation R2,18-Apr-28,12-May-28,18,18-Apr-28,12-May-28,18,18,0%,1176,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4650,TOR 2028 LSR - Draft Report Produced and Issued for EDF Review,24-Apr-28,09-May-28,11,24-Apr-28,09-May-28,11,11,0%,1159,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4650,HYB 2028 LSR - Draft Report Produced and Issued for EDF Review,24-Apr-28,09-May-28,11,24-Apr-28,09-May-28,11,11,0%,1159,OGAH Alima
 Subtotal,,,,,03-Apr-28,04-Jul-28,63,03-Apr-28,04-Jul-28,63,63,,1140,OGAH Alima
 01-May-28,,,,,,,,,,,,,,
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26200,Asset Guardian Licences and Support 2028,02-May-28,02-May-28,1,02-May-28*,02-May-28,1,1,0%,928,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4640,TOR 2028 LSR - EDF Review Comments Produced and Provided,10-May-28,24-May-28,11,10-May-28,24-May-28,11,11,0%,1159,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4640,HYB 2028 LSR - EDF Review Comments Produced and Provided,10-May-28,24-May-28,11,10-May-28,24-May-28,11,11,0%,1159,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.10220,TOR 2027 S14R2 - Installation R2,,12-May-28,0,,12-May-28,0,0,0%,1176,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4630,TOR 2028 LSR - Final Report Produced and Issued,25-May-28,07-Jun-28,9,25-May-28,07-Jun-28,9,9,0%,1159,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4630,HYB 2028 LSR - Final Report Produced and Issued,25-May-28,07-Jun-28,9,25-May-28,07-Jun-28,9,9,0%,1159,OGAH Alima
 Subtotal,,,,,02-May-28,07-Jun-28,26,02-May-28,07-Jun-28,26,26,,1159,OGAH Alima
 01-Jun-28,,,,,,,,,,,,,,
    W526LT,W526,HYB DPCS Defueling Support,W526.5080,HYB 2028 Thales RFS (Scope/Requirements Capture/Proposal) for 2031 Support,,30-Jun-28,0,,30-Jun-28*,0,0,0%,1143,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.5070,HYB 2028 Thales RFS (Scope/Requirements Capture/Proposal) for 2030 Support,,30-Jun-28,0,,30-Jun-28*,0,0,0%,1143,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.5090,HYB 2028 Thales RFS (Scope/Requirements Capture/Proposal) for 2032 Support,,30-Jun-28,0,,30-Jun-28*,0,0,0%,1143,OGAH Alima
 Subtotal,W526,,,,30-Jun-28,30-Jun-28,0,30-Jun-28,30-Jun-28,0,0,,1143,OGAH Alima
 01-Jul-28,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.1405,TOR Argus Support Contract - Q3 2028,03-Jul-28,29-Sep-28,64,03-Jul-28,29-Sep-28,64,64,0%,1015,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1445,TOR Thales Long Term Support Contract - Q3 2028,03-Jul-28,29-Sep-28,64,03-Jul-28,29-Sep-28,64,64,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1400,HYB Argus Support Contract - Q3 2028,03-Jul-28,29-Sep-28,64,03-Jul-28,29-Sep-28,64,64,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1445,HYB Thales Long Term Support Contract - Q3 2028,03-Jul-28,29-Sep-28,64,03-Jul-28,29-Sep-28,64,64,0%,1015,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26070,Worldgrid Long Term Support Contract Q3 2028,03-Jul-28,02-Oct-28,65,03-Jul-28,02-Oct-28,65,65,0%,821,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26090,Worldgrid System Engineering Support (SQEP) Q3 2028,03-Jul-28,29-Sep-28,64,03-Jul-28*,29-Sep-28,64,64,0%,756,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26150,Thales POLARIS & AIC Support Contract Q3 2028,03-Jul-28,02-Oct-28,65,03-Jul-28,02-Oct-28,65,65,0%,821,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26170,Worldgrid Software Modification Support (LAMPS) - Q3 2028,03-Jul-28,02-Oct-28,65,03-Jul-28,02-Oct-28,65,65,0%,821,OGAH Alima
 Subtotal,,,,,03-Jul-28,02-Oct-28,65,03-Jul-28,02-Oct-28,65,65,,1014,OGAH Alima
 01-Sep-28,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.5110,TOR 2028 TGN097 Inspection,,01-Sep-28,0,,01-Sep-28*,0,0,0%,1099,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.5110,HYB 2028 TGN097 Inspection,,01-Sep-28,0,,01-Sep-28*,0,0,0%,1099,OGAH Alima
 Subtotal,,,,,01-Sep-28,01-Sep-28,0,01-Sep-28,01-Sep-28,0,0,,1099,OGAH Alima
 01-Oct-28,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.1415,TOR Argus Support Contract - Q4 2028,02-Oct-28,29-Dec-28,63,02-Oct-28,29-Dec-28,63,63,0%,1015,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1455,TOR Thales Long Term Support Contract - Q4 2028,02-Oct-28,29-Dec-28,63,02-Oct-28,29-Dec-28,63,63,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1410,HYB Argus Support Contract - Q4 2028,02-Oct-28,29-Dec-28,63,02-Oct-28,29-Dec-28,63,63,0%,1015,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1455,HYB Thales Long Term Support Contract - Q4,02-Oct-28,29-Dec-28,63,02-Oct-28,29-Dec-28,63,63,0%,1015,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26010,Worldgrid System Engineering Support (SQEP) Q4 2028,02-Oct-28,29-Dec-28,63,02-Oct-28*,29-Dec-28,63,63,0%,756,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26110,Worldgrid Long Term Support Contract Q4 2028,02-Oct-28,04-Jan-29,66,02-Oct-28,04-Jan-29,66,66,0%,756,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26140,Thales POLARIS & AIC Support Contract Q4 2028,02-Oct-28,04-Jan-29,66,02-Oct-28,04-Jan-29,66,66,0%,756,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26180,Worldgrid Software Modification Support (LAMPS) - Q4 2028,02-Oct-28,04-Jan-29,66,02-Oct-28,04-Jan-29,66,66,0%,756,OGAH Alima
 Subtotal,,,,,02-Oct-28,04-Jan-29,66,02-Oct-28,04-Jan-29,66,66,,1012,OGAH Alima
 01-Nov-28,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.3070,TOR DPCS Long Term Support Contract 2028,03-Jan-28,29-Dec-28,253,30-Nov-28,29-Nov-29,253,253,0%,782,OGAH Alima
 Subtotal,W529,,,,03-Jan-28,29-Dec-28,253,30-Nov-28,29-Nov-29,253,253,,782,OGAH Alima
 01-Jan-29,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.1120,TOR PES Group Support - 2029,02-Jan-29,31-Dec-29,253,02-Jan-29*,31-Dec-29,253,253,0%,762,OGAH Alima
